Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework_maxscore,Week 1 quiz_maxscore,Week 10 homework_maxscore,Week 10 quiz_maxscore,Week 11 homework_maxscore,Week 11 quiz_maxscore,Week 12 quiz_maxscore,Week 13 homework_maxscore,Week 13 quiz_maxscore,Week 14 homework_maxscore,Week 14 quiz_maxscore,Week 15 homework_maxscore,Week 15 quiz_maxscore,Week 16 quiz_maxscore,Week 2 homework_maxscore,Week 2 quiz_maxscore,Week 3 homework_maxscore,Week 3 quiz_maxscore,Week 4 homework_maxscore,Week 4 quiz_maxscore,Week 5 homework_maxscore,Week 5 quiz_maxscore,Week 6 quiz_maxscore,Week 7 homework_maxscore,Week 7 quiz_maxscore,Week 8 homework_maxscore,Week 8 quiz_maxscore,Week 9 homework_maxscore,Week 9 quiz_maxscore,Week 1 homework_firstscore,Week 1 quiz_firstscore,Week 10 homework_firstscore,Week 10 quiz_firstscore,Week 11 homework_firstscore,Week 11 quiz_firstscore,Week 12 quiz_firstscore,Week 13 homework_firstscore,Week 13 quiz_firstscore,Week 14 homework_firstscore,Week 14 quiz_firstscore,Week 15 homework_firstscore,Week 15 quiz_firstscore,Week 16 quiz_firstscore,Week 2 homework_firstscore,Week 2 quiz_firstscore,Week 3 homework_firstscore,Week 3 quiz_firstscore,Week 4 homework_firstscore,Week 4 quiz_firstscore,Week 5 homework_firstscore,Week 5 quiz_firstscore,Week 6 quiz_firstscore,Week 7 homework_firstscore,Week 7 quiz_firstscore,Week 8 homework_firstscore,Week 8 quiz_firstscore,Week 9 homework_firstscore,Week 9 quiz_firstscore,Week 1 homework_lastscore,Week 1 quiz_lastscore,Week 10 homework_lastscore,Week 10 quiz_lastscore,Week 11 homework_lastscore,Week 11 quiz_lastscore,Week 12 quiz_lastscore,Week 13 homework_lastscore,Week 13 quiz_lastscore,Week 14 homework_lastscore,Week 14 quiz_lastscore,Week 15 homework_lastscore,Week 15 quiz_lastscore,Week 16 quiz_lastscore,Week 2 homework_lastscore,Week 2 quiz_lastscore,Week 3 homework_lastscore,Week 3 quiz_lastscore,Week 4 homework_lastscore,Week 4 quiz_lastscore,Week 5 homework_lastscore,Week 5 quiz_lastscore,Week 6 quiz_lastscore,Week 7 homework_lastscore,Week 7 quiz_lastscore,Week 8 homework_lastscore,Week 8 quiz_lastscore,Week 9 homework_lastscore,Week 9 quiz_lastscore,attempts_sum,maxscore_sum,cluster_label,Logistic Regression,K-Nearest Neighbors,Support Vector Machine,Decision Tree
S122,F,Beginner,1.0,1.0,6.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,6.0,3.0,1.0,1.0,2.0,3.0,93.5,A,0.5,0.49,0.5,0.46,0.5,0.5,0.5,0.44,0.49,0.5,0.4,0.5,0.5,0.0,0.5,0.46,0.5,0.46,0.5,0.45,0.47,0.48,0.44,0.48,0.49,0.0,0.5,0.48,0.49,0.5,0.49,0.0,0.46,0.5,0.5,0.5,0.44,0.42,0.38,0.28,0.25,0.39,0.0,0.5,0.46,0.5,0.41,0.35,0.45,0.18,0.32,0.38,0.06,0.49,0.0,0.5,0.0,0.49,0.5,0.49,0.5,0.46,0.5,0.5,0.5,0.44,0.49,0.5,0.0,0.5,0.5,0.0,0.5,0.46,0.5,0.46,0.5,0.45,0.47,0.0,0.44,0.48,0.49,0.0,0.5,0.48,0.49,63.0,12.980000000000002,1,1,1,1,1
S123,F,Proficient,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,61.67,D,0.5,0.43,0.22,0.34,0.06,0.38,0.49,0.0,0.0,0.12,0.31,0.17,0.34,0.2,0.45,0.4,0.31,0.26,0.5,0.33,0.5,0.32,0.43,0.48,0.48,0.0,0.22,0.32,0.18,0.5,0.42,0.0,0.23,0.06,0.38,0.29,0.0,0.0,0.12,0.31,0.17,0.34,0.2,0.45,0.29,0.31,0.19,0.5,0.33,0.47,0.32,0.43,0.23,0.48,0.0,0.22,0.32,0.18,0.5,0.43,0.22,0.34,0.06,0.38,0.49,0.0,0.0,0.12,0.31,0.17,0.34,0.2,0.45,0.4,0.31,0.26,0.5,0.33,0.5,0.32,0.43,0.48,0.48,0.0,0.22,0.32,0.18,43.0,8.74,1,1,1,1,1
S124,M,Expert,3.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,22.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,F,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.4,0.0,0.23,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,4.48,0,0,0,0,0
S126,M,Expert,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,85.89,B,0.5,0.5,0.5,0.45,0.15,0.49,0.44,0.5,0.5,0.0,0.44,0.0,0.32,0.0,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.47,0.42,0.5,0.5,0.5,0.46,0.5,0.44,0.26,0.4,0.0,0.45,0.15,0.49,0.44,0.5,0.5,0.0,0.44,0.0,0.32,0.0,0.5,0.43,0.41,0.42,0.5,0.43,0.45,0.47,0.42,0.44,0.5,0.0,0.4,0.41,0.44,0.5,0.5,0.5,0.45,0.15,0.49,0.44,0.5,0.5,0.0,0.44,0.0,0.32,0.0,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.47,0.42,0.5,0.5,0.5,0.15,0.5,0.44,49.0,12.06,1,1,1,1,1
S127,M,Novice,3.0,7.0,14.0,5.0,12.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,16.0,4.0,14.0,13.0,3.0,16.0,3.0,3.0,2.0,0.0,0.0,63.43,D,0.5,0.41,0.28,0.36,0.15,0.3,0.45,0.5,0.34,0.0,0.4,0.0,0.38,0.33,0.5,0.33,0.16,0.35,0.45,0.49,0.5,0.45,0.4,0.5,0.41,0.24,0.41,0.0,0.34,0.26,0.32,0.0,0.36,0.0,0.3,0.45,0.44,0.23,0.0,0.15,0.0,0.38,0.33,0.21,0.22,0.03,0.1,0.2,0.15,0.13,0.15,0.4,0.17,0.16,0.02,0.41,0.0,0.2,0.5,0.41,0.28,0.36,0.15,0.3,0.45,0.5,0.34,0.0,0.4,0.0,0.38,0.33,0.5,0.33,0.16,0.35,0.45,0.49,0.5,0.45,0.4,0.5,0.41,0.24,0.41,0.0,0.34,139.0,9.93,0,0,0,0,0
S128,F,Proficient,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,9.0,7.0,13.0,8.0,18.0,7.0,10.0,1.0,5.0,0.0,0.0,58.77,E,0.5,0.47,0.5,0.49,0.0,0.5,0.43,0.44,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.48,0.38,0.45,0.5,0.45,0.5,0.49,0.48,0.5,0.48,0.5,0.46,0.5,0.5,0.26,0.32,0.0,0.38,0.0,0.39,0.43,0.28,0.5,0.0,0.5,0.0,0.0,0.0,0.36,0.39,0.26,0.3,0.2,0.44,0.11,0.42,0.43,0.42,0.48,0.12,0.46,0.0,0.5,0.5,0.47,0.5,0.49,0.0,0.5,0.43,0.44,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.48,0.38,0.45,0.5,0.45,0.5,0.49,0.48,0.5,0.48,0.5,0.46,0.5,0.5,111.0,11.500000000000002,0,0,0,0,0
S129,M,Proficient,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,21.0,4.0,5.0,2.0,3.0,1.0,3.0,2.0,0.0,71.57,C,0.5,0.48,0.5,0.46,0.35,0.47,0.5,0.5,0.38,0.5,0.45,0.0,0.45,0.14,0.5,0.46,0.5,0.36,0.5,0.43,0.5,0.38,0.48,0.5,0.43,0.5,0.48,0.5,0.4,0.5,0.48,0.25,0.46,0.35,0.47,0.32,0.06,0.34,0.0,0.45,0.0,0.45,0.14,0.5,0.46,0.47,0.36,0.5,0.43,0.34,0.38,0.48,0.29,0.43,0.14,0.48,0.23,0.4,0.5,0.48,0.5,0.46,0.35,0.47,0.5,0.5,0.38,0.5,0.45,0.0,0.45,0.14,0.5,0.46,0.5,0.0,0.5,0.43,0.5,0.38,0.0,0.5,0.43,0.5,0.48,0.5,0.4,66.0,12.600000000000001,1,1,1,1,1
S130,M,Intermediate,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,10.0,2.0,8.0,6.0,5.0,2.0,3.0,6.0,12.0,90.85,A,0.5,0.5,0.5,0.48,0.5,0.46,0.39,0.5,0.34,0.25,0.44,0.5,0.39,0.44,0.5,0.45,0.5,0.4,0.5,0.48,0.5,0.44,0.33,0.5,0.5,0.5,0.5,0.5,0.43,0.26,0.42,0.19,0.39,0.15,0.46,0.39,0.39,0.34,0.0,0.44,0.17,0.39,0.44,0.5,0.33,0.22,0.4,0.42,0.48,0.29,0.44,0.33,0.4,0.5,0.31,0.5,0.5,0.43,0.5,0.5,0.5,0.48,0.5,0.46,0.39,0.5,0.34,0.25,0.44,0.5,0.39,0.44,0.5,0.45,0.5,0.4,0.5,0.48,0.5,0.44,0.33,0.5,0.5,0.5,0.5,0.5,0.43,86.0,13.22,1,1,1,1,1
S131,M,Beginner,1.0,6.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,73.95,C,0.5,0.48,0.19,0.3,0.0,0.0,0.0,0.44,0.29,0.0,0.0,0.0,0.1,0.0,0.36,0.48,0.31,0.5,0.15,0.38,0.11,0.19,0.36,0.48,0.5,0.31,0.48,0.0,0.4,0.26,0.48,0.19,0.3,0.0,0.0,0.0,0.44,0.29,0.0,0.0,0.0,0.1,0.0,0.36,0.27,0.31,0.4,0.15,0.38,0.11,0.19,0.36,0.42,0.5,0.31,0.39,0.0,0.4,0.5,0.48,0.19,0.3,0.0,0.0,0.0,0.44,0.29,0.0,0.0,0.0,0.1,0.0,0.36,0.48,0.31,0.5,0.15,0.15,0.11,0.19,0.33,0.48,0.5,0.31,0.48,0.0,0.4,35.0,7.3100000000000005,1,1,1,1,1
S132,F,Intermediate,4.0,6.0,4.0,9.0,6.0,8.0,6.0,11.0,15.0,7.0,8.0,3.0,4.0,4.0,6.0,3.0,1.0,2.0,7.0,4.0,13.0,2.0,8.0,11.0,16.0,5.0,3.0,2.0,26.0,59.86,E,0.5,0.42,0.06,0.41,0.15,0.37,0.41,0.0,0.15,0.0,0.3,0.17,0.4,0.35,0.5,0.23,0.22,0.24,0.21,0.43,0.13,0.4,0.35,0.17,0.43,0.21,0.38,0.2,0.42,0.5,0.36,0.0,0.24,0.0,0.25,0.41,0.0,0.15,0.0,0.17,0.0,0.28,0.35,0.48,0.23,0.16,0.24,0.0,0.34,0.0,0.19,0.18,0.17,0.43,0.21,0.23,0.16,0.32,0.5,0.42,0.06,0.41,0.15,0.37,0.41,0.0,0.12,0.0,0.3,0.06,0.4,0.0,0.5,0.0,0.16,0.16,0.21,0.43,0.13,0.4,0.35,0.17,0.43,0.21,0.38,0.2,0.42,204.0,8.209999999999999,0,0,0,0,0
S133,F,Intermediate,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,8.0,6.0,1.0,8.0,9.0,1.0,99.5,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.45,0.0,0.44,0.5,0.41,0.5,0.28,0.46,0.12,0.5,0.5,0.45,0.0,0.5,0.48,0.5,0.48,0.5,0.48,0.42,0.5,0.43,0.23,0.5,0.4,0.4,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,80.0,13.88,1,1,1,1,1
S134,F,Beginner,12.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,5.0,3.0,2.0,7.0,6.0,9.0,6.0,6.0,9.0,2.0,2.0,1.0,61.02,D,0.5,0.5,0.5,0.41,0.38,0.48,0.45,0.5,0.36,0.5,0.4,0.5,0.42,0.29,0.5,0.4,0.33,0.28,0.5,0.43,0.5,0.37,0.34,0.5,0.47,0.5,0.41,0.5,0.23,0.26,0.31,0.28,0.41,0.15,0.48,0.26,0.44,0.36,0.38,0.15,0.5,0.2,0.29,0.33,0.4,0.19,0.28,0.33,0.43,0.34,0.37,0.32,0.15,0.47,0.17,0.24,0.3,0.23,0.5,0.5,0.5,0.41,0.38,0.48,0.45,0.5,0.36,0.5,0.4,0.5,0.42,0.29,0.5,0.26,0.33,0.22,0.5,0.43,0.5,0.37,0.34,0.5,0.47,0.5,0.41,0.5,0.23,97.0,12.450000000000001,1,1,1,1,1
S135,F,Intermediate,3.0,5.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,76.73,C,0.5,0.5,0.36,0.35,0.15,0.39,0.33,0.44,0.32,0.0,0.0,0.5,0.4,0.42,0.5,0.5,0.14,0.5,0.0,0.0,0.0,0.0,0.31,0.06,0.5,0.36,0.29,0.0,0.24,0.5,0.46,0.19,0.35,0.15,0.39,0.33,0.06,0.32,0.0,0.0,0.5,0.4,0.42,0.41,0.38,0.14,0.29,0.0,0.0,0.0,0.0,0.31,0.06,0.35,0.36,0.29,0.0,0.24,0.5,0.5,0.36,0.35,0.15,0.39,0.33,0.44,0.32,0.0,0.0,0.5,0.4,0.42,0.5,0.5,0.14,0.5,0.0,0.0,0.0,0.0,0.31,0.06,0.5,0.36,0.27,0.0,0.24,49.0,8.059999999999999,1,1,1,1,1
S136,F,Proficient,4.0,2.0,6.0,6.0,5.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,7.0,6.0,0.0,1.0,84.17,B,0.5,0.49,0.33,0.45,0.24,0.44,0.43,0.22,0.47,0.0,0.4,0.0,0.4,0.24,0.5,0.47,0.41,0.5,0.38,0.48,0.16,0.5,0.3,0.44,0.49,0.1,0.5,0.5,0.31,0.5,0.32,0.25,0.36,0.12,0.4,0.43,0.0,0.47,0.0,0.19,0.0,0.24,0.24,0.5,0.39,0.41,0.35,0.33,0.16,0.0,0.3,0.3,0.19,0.49,0.1,0.39,0.3,0.31,0.5,0.49,0.33,0.45,0.24,0.44,0.43,0.22,0.47,0.0,0.4,0.0,0.4,0.24,0.5,0.47,0.41,0.5,0.38,0.48,0.16,0.5,0.3,0.44,0.49,0.1,0.5,0.5,0.25,76.0,10.65,1,1,1,1,1
S137,M,Proficient,2.0,2.0,0.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,6.0,19.0,0.0,2.0,0.0,10.0,29.0,76.0,85.98,B,0.5,0.5,0.0,0.4,0.0,0.0,0.39,0.5,0.46,0.5,0.35,0.5,0.5,0.26,0.5,0.5,0.0,0.0,0.5,0.43,0.0,0.1,0.49,0.5,0.5,0.5,0.5,0.0,0.36,0.26,0.46,0.0,0.4,0.0,0.0,0.39,0.28,0.46,0.25,0.35,0.17,0.5,0.26,0.5,0.45,0.0,0.0,0.33,0.43,0.0,0.1,0.43,0.17,0.5,0.0,0.5,0.0,0.36,0.5,0.5,0.0,0.4,0.0,0.0,0.39,0.5,0.46,0.5,0.35,0.5,0.5,0.26,0.5,0.5,0.0,0.0,0.5,0.43,0.0,0.1,0.49,0.5,0.5,0.5,0.5,0.0,0.36,181.0,9.739999999999998,0,0,0,0,0
S138,M,Proficient,1.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,98.5,A,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.45,0.5,0.45,0.5,0.43,0.43,0.5,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.26,0.5,0.39,0.5,0.5,0.48,0.5,0.44,0.45,0.5,0.22,0.33,0.43,0.43,0.5,0.41,0.43,0.34,0.35,0.41,0.47,0.32,0.5,0.46,0.5,0.26,0.42,0.39,0.45,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.45,0.5,0.45,0.5,0.43,0.43,0.5,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,72.0,14.149999999999999,1,1,1,1,1
S140,M,Proficient,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,95.9,A,0.5,0.46,0.0,0.0,0.5,0.39,0.49,0.44,0.39,0.5,0.46,0.21,0.39,0.36,0.5,0.42,0.5,0.41,0.5,0.48,0.5,0.44,0.0,0.48,0.33,0.38,0.31,0.27,0.29,0.5,0.46,0.0,0.0,0.35,0.39,0.49,0.44,0.39,0.0,0.46,0.21,0.39,0.36,0.5,0.38,0.43,0.41,0.5,0.48,0.47,0.44,0.0,0.48,0.33,0.38,0.31,0.27,0.17,0.5,0.46,0.0,0.0,0.5,0.39,0.49,0.44,0.39,0.5,0.46,0.21,0.39,0.36,0.5,0.42,0.5,0.41,0.5,0.48,0.5,0.44,0.0,0.48,0.33,0.38,0.31,0.27,0.29,38.0,10.9,1,1,1,1,1
S141,M,Proficient,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,5.0,10.0,10.0,13.0,1.0,6.0,10.0,1.0,2.0,1.0,100.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.4,0.4,0.5,0.44,0.5,0.49,0.5,0.45,0.5,0.43,0.48,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.42,0.33,0.38,0.35,0.5,0.5,0.5,0.39,0.5,0.33,0.5,0.4,0.38,0.5,0.44,0.43,0.49,0.38,0.45,0.16,0.4,0.48,0.0,0.5,0.17,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.4,0.4,0.5,0.44,0.5,0.49,0.5,0.45,0.5,0.43,0.48,0.5,0.5,0.5,0.5,0.5,0.49,90.0,14.060000000000002,1,1,1,1,1
S142,M,Proficient,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,4.0,4.0,5.0,3.0,17.0,3.0,8.0,4.0,2.0,4.0,13.0,75.79,C,0.5,0.48,0.5,0.5,0.47,0.5,0.45,0.5,0.45,0.38,0.38,0.25,0.3,0.4,0.5,0.41,0.5,0.4,0.33,0.45,0.5,0.49,0.4,0.5,0.45,0.5,0.44,0.5,0.41,0.5,0.42,0.28,0.5,0.21,0.5,0.45,0.44,0.27,0.0,0.38,0.0,0.3,0.4,0.0,0.41,0.34,0.4,0.2,0.33,0.08,0.29,0.4,0.25,0.38,0.1,0.39,0.39,0.41,0.5,0.48,0.5,0.5,0.47,0.5,0.45,0.5,0.45,0.38,0.38,0.25,0.3,0.4,0.5,0.41,0.5,0.4,0.33,0.45,0.5,0.49,0.4,0.5,0.45,0.5,0.44,0.5,0.41,99.0,12.84,1,1,1,1,1
S143,M,-,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,8.0,13.0,7.0,7.0,2.0,9.0,8.0,95.35,A,0.5,0.46,0.5,0.43,0.5,0.39,0.38,0.5,0.44,0.5,0.35,0.5,0.4,0.0,0.5,0.35,0.5,0.38,0.5,0.48,0.5,0.44,0.42,0.5,0.49,0.48,0.47,0.5,0.0,0.24,0.46,0.19,0.43,0.0,0.39,0.31,0.44,0.23,0.38,0.34,0.0,0.25,0.0,0.47,0.35,0.38,0.38,0.5,0.48,0.26,0.44,0.42,0.35,0.49,0.38,0.47,0.0,0.0,0.5,0.46,0.5,0.43,0.5,0.39,0.38,0.5,0.44,0.5,0.35,0.5,0.4,0.0,0.5,0.33,0.5,0.38,0.5,0.48,0.5,0.44,0.42,0.5,0.49,0.48,0.47,0.5,0.0,92.0,12.36,1,1,1,1,1
S144,M,Proficient,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,99.4,A,0.5,0.5,0.5,0.45,0.5,0.46,0.46,0.5,0.45,0.5,0.48,0.5,0.45,0.47,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.5,0.5,0.5,0.48,0.5,0.44,0.26,0.47,0.5,0.44,0.5,0.46,0.46,0.44,0.45,0.25,0.48,0.5,0.45,0.47,0.48,0.48,0.47,0.35,0.2,0.48,0.26,0.49,0.5,0.46,0.5,0.33,0.45,0.5,0.41,0.5,0.5,0.5,0.45,0.5,0.46,0.46,0.5,0.45,0.5,0.48,0.5,0.45,0.47,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.5,0.5,0.5,0.48,0.5,0.44,64.0,14.110000000000001,1,1,1,1,1
S145,F,Proficient,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,97.02,A,0.5,0.45,0.5,0.38,0.5,0.4,0.44,0.44,0.32,0.25,0.48,0.46,0.48,0.32,0.38,0.44,0.38,0.4,0.5,0.48,0.5,0.48,0.49,0.5,0.48,0.45,0.4,0.5,0.41,0.0,0.45,0.39,0.38,0.5,0.4,0.44,0.06,0.32,0.25,0.48,0.12,0.48,0.32,0.38,0.44,0.34,0.4,0.42,0.48,0.39,0.27,0.49,0.4,0.48,0.29,0.34,0.5,0.41,0.5,0.45,0.5,0.38,0.5,0.4,0.44,0.44,0.32,0.25,0.48,0.46,0.48,0.32,0.38,0.44,0.38,0.4,0.5,0.48,0.5,0.48,0.49,0.5,0.48,0.45,0.4,0.5,0.41,55.0,12.71,1,1,1,1,1
S146,F,Novice,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,99.4,A,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.45,0.5,0.49,0.5,0.5,0.0,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.42,0.5,0.15,0.45,0.5,0.44,0.4,0.38,0.49,0.17,0.45,0.0,0.5,0.44,0.48,0.5,0.5,0.4,0.47,0.45,0.44,0.21,0.5,0.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.45,0.5,0.49,0.5,0.5,0.0,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,55.0,13.830000000000002,1,1,1,1,1
S147,M,-,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,7.0,3.0,8.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,23.62,F,0.5,0.38,0.0,0.27,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.37,0.5,0.28,0.5,0.29,0.5,0.28,0.33,0.25,0.47,0.33,0.29,0.09,0.09,0.26,0.29,0.0,0.27,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.34,0.0,0.19,0.2,0.29,0.26,0.09,0.14,0.17,0.47,0.02,0.29,0.0,0.09,0.5,0.38,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.37,0.5,0.27,0.5,0.29,0.5,0.28,0.33,0.25,0.47,0.33,0.25,0.02,0.01,74.0,6.32,2,2,2,2,2
S148,F,Novice,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,6.0,2.0,2.0,0.0,0.0,80.3,B,0.5,0.43,0.5,0.38,0.5,0.48,0.45,0.44,0.5,0.0,0.46,0.0,0.5,0.5,0.48,0.36,0.45,0.41,0.5,0.44,0.47,0.43,0.5,0.48,0.5,0.5,0.5,0.5,0.41,0.5,0.43,0.03,0.38,0.5,0.48,0.45,0.39,0.5,0.0,0.46,0.0,0.5,0.5,0.48,0.19,0.38,0.41,0.5,0.36,0.47,0.43,0.5,0.0,0.5,0.02,0.5,0.2,0.41,0.5,0.43,0.5,0.38,0.0,0.48,0.45,0.44,0.5,0.0,0.46,0.0,0.5,0.5,0.48,0.36,0.45,0.41,0.5,0.44,0.47,0.43,0.5,0.48,0.5,0.5,0.5,0.5,0.41,54.0,12.57,1,1,1,1,1
