Day,Time,Student,Activity,Score
17,18:36:35,S073,Week 3 homework,0.07
17,18:36:42,S086,Week 3 quiz,0.45
17,18:37:23,S073,Week 3 homework,0.07
17,18:37:23,S262,Week 3 quiz,0.35
17,18:39:13,S040,Week 3 homework,-
17,18:39:30,S237,Week 3 quiz,0.30
17,18:40:10,S040,Week 3 homework,-
17,18:41:35,S216,Week 3 homework,0.23
17,18:41:44,S118,Week 3 quiz,0.24
17,18:42:39,S059,Week 3 homework,0.5
17,18:42:58,S216,Week 3 homework,0.23
17,18:43:20,S024,Week 3 quiz,0.48
17,18:44:10,S215,Week 3 quiz,0.39
17,18:44:16,S037,Week 3 quiz,0.33
17,18:44:35,S216,Week 3 homework,0.23
17,18:44:57,S318,Week 3 quiz,0.32
17,18:45:04,S216,Week 3 homework,-
17,18:46:43,S113,Week 3 quiz,0.38
17,18:46:50,S073,Week 3 homework,0.07
17,18:46:53,S171,Week 3 quiz,0.43
17,18:48:40,S366,Week 3 quiz,0.40
17,18:49:02,S237,Week 3 quiz,0.44
17,18:51:40,S001,Week 3 quiz,0.37
17,18:52:10,S262,Week 3 quiz,0.36
17,18:52:20,S148,Week 3 quiz,0.27
17,18:52:28,S293,Week 3 quiz,0.29
17,18:52:50,S024,Week 3 quiz,0.48
17,18:53:52,S278,Week 3 quiz,0.37
17,18:54:25,S089,Week 3 homework,0.3
17,18:56:06,S037,Week 3 quiz,0.38
17,18:57:41,S001,Week 3 quiz,0.33
17,18:58:12,S024,Week 3 quiz,0.02
17,18:59:07,S215,Week 3 quiz,0.05
17,18:59:12,S362,Week 3 quiz,0.00
17,18:59:25,S362,Week 3 quiz,0.41
17,18:59:28,S168,Week 3 quiz,0.35
17,18:59:44,S106,Week 3 homework,0.39
17,19:00:13,S262,Week 3 quiz,0.38
17,19:00:28,S165,Week 3 quiz,0.30
17,19:01:32,S326,Week 3 quiz,0.37
17,19:03:33,S289,Week 3 quiz,0.44
17,19:03:50,S037,Week 3 quiz,0.48
17,19:04:15,S001,Week 3 quiz,0.34
17,19:04:42,S216,Week 3 homework,0.23
17,19:04:43,S362,Week 3 quiz,0.00
17,19:04:54,S362,Week 3 quiz,0.43
17,19:05:26,S216,Week 3 homework,0.23
17,19:06:30,S216,Week 3 homework,0.0
17,19:07:10,S216,Week 3 homework,0.02
17,19:07:22,S171,Week 3 quiz,0.48
17,19:08:10,S366,Week 3 quiz,0.46
17,19:08:11,S262,Week 3 quiz,0.45
17,19:09:05,S216,Week 3 homework,0.04
17,19:09:34,S095,Week 3 quiz,0.19
17,19:09:43,S216,Week 3 homework,0.04
17,19:09:44,S104,Week 3 homework,0.36
17,19:09:46,S208,Week 3 homework,0.5
17,19:09:54,S036,Week 3 homework,-
17,19:10:04,S148,Week 3 quiz,0.26
17,19:10:18,S040,Week 3 homework,0.48
17,19:10:20,S293,Week 3 quiz,0.40
17,19:10:34,S216,Week 3 homework,0.05
17,19:10:53,S216,Week 3 homework,0.04
17,19:11:17,S319,Week 3 homework,0.5
17,19:11:30,S001,Week 3 quiz,0.41
17,19:11:43,S216,Week 3 homework,-
17,19:12:08,S168,Week 3 quiz,0.37
17,19:12:25,S216,Week 3 homework,0.05
17,19:12:46,S253,Week 3 quiz,0.41
17,19:13:24,S104,Week 3 homework,-
17,19:13:37,S285,Week 3 quiz,0.48
17,19:13:43,S216,Week 3 homework,0.04
17,19:13:57,S216,Week 3 homework,-
17,19:14:21,S208,Week 3 quiz,0.38
17,19:16:06,S197,Week 3 homework,0.21
17,19:16:23,S216,Week 3 homework,0.04
17,19:16:52,S216,Week 3 homework,0.05
17,19:17:01,S131,Week 3 quiz,0.23
17,19:17:19,S214,Week 3 homework,0.5
17,19:18:09,S017,Week 3 homework,0.14
17,19:19:32,S104,Week 3 homework,0.5
17,19:19:36,S214,Week 3 quiz,0.50
17,19:19:50,S040,Week 3 homework,0.5
17,19:20:02,S216,Week 3 homework,0.04
17,19:20:08,S104,Week 3 homework,0.5
17,19:23:38,S073,Week 3 quiz,0.26
17,19:24:19,S027,Week 3 homework,0.5
17,19:25:41,S168,Week 3 quiz,0.47
17,19:26:04,S128,Week 3 homework,0.39
17,19:26:06,S086,Week 3 homework,0.38
17,19:26:48,S242,Week 3 quiz,0.16
17,19:27:29,S312,Week 3 homework,0.5
17,19:27:29,S363,Week 3 quiz,0.30
17,19:28:02,S035,Week 3 quiz,0.25
17,19:28:19,S001,Week 3 homework,0.32
17,19:28:58,S278,Week 3 quiz,0.50
17,19:29:16,S005,Week 3 homework,-
17,19:29:59,S366,Week 3 quiz,0.40
17,19:30:27,S086,Week 3 homework,0.5
17,19:32:18,S197,Week 3 homework,0.36
17,19:35:15,S144,Week 3 quiz,0.33
17,19:35:23,S097,Week 3 homework,0.5
17,19:35:27,S366,Week 3 quiz,0.43
17,19:36:21,S135,Week 3 homework,0.39
17,19:36:57,S216,Week 3 homework,0.0
17,19:38:02,S285,Week 3 quiz,0.30
17,19:38:11,S035,Week 3 quiz,0.39
17,19:38:20,S073,Week 3 quiz,0.34
17,19:39:31,S253,Week 3 quiz,0.33
17,19:39:36,S128,Week 3 homework,0.39
17,19:39:52,S133,Week 3 homework,0.5
17,19:40:06,S226,Week 3 homework,0.45
17,19:42:00,S239,Week 3 quiz,0.11
17,19:44:47,S150,Week 3 homework,0.2
17,19:44:57,S101,Week 3 quiz,0.35
17,19:46:05,S178,Week 3 quiz,0.43
17,19:46:27,S133,Week 3 homework,0.5
17,19:46:42,S314,Week 3 homework,-
17,19:46:47,S161,Week 3 quiz,0.17
17,19:47:14,S226,Week 3 homework,0.39
17,19:47:19,S314,Week 3 quiz,0.26
17,19:47:43,S285,Week 3 quiz,0.44
17,19:48:27,S226,Week 3 homework,0.45
17,19:49:16,S030,Week 3 quiz,0.32
17,19:49:48,S073,Week 3 quiz,0.37
17,19:50:06,S370,Week 3 homework,0.41
17,19:50:49,S045,Week 3 homework,0.5
17,19:52:27,S363,Week 3 quiz,0.19
17,19:52:47,S253,Week 3 quiz,0.50
17,19:52:55,S045,Week 3 quiz,0.36
17,19:54:11,S370,Week 3 homework,0.38
17,19:54:31,S285,Week 3 quiz,0.45
17,19:54:35,S370,Week 3 homework,0.5
17,19:55:47,S135,Week 3 homework,0.5
17,19:55:52,S255,Week 3 quiz,0.44
17,19:56:48,S144,Week 3 quiz,0.26
17,19:57:53,S135,Week 3 quiz,0.30
17,19:58:37,S048,Week 3 homework,0.38
17,19:59:07,S020,Week 3 homework,0.36
17,19:59:16,S175,Week 3 homework,0.36
17,20:00:08,S363,Week 3 quiz,0.21
17,20:01:24,S366,Week 3 homework,0.21
17,20:01:29,S196,Week 3 quiz,0.39
17,20:01:39,S144,Week 3 quiz,0.32
17,20:02:06,S131,Week 3 quiz,0.34
17,20:02:54,S275,Week 3 quiz,0.31
17,20:04:05,S101,Week 3 quiz,0.39
17,20:04:50,S314,Week 3 quiz,0.35
17,20:05:00,S326,Week 3 quiz,0.45
17,20:05:32,S242,Week 3 quiz,0.16
17,20:05:32,S363,Week 3 quiz,0.36
17,20:05:48,S112,Week 3 homework,0.45
17,20:05:59,S073,Week 3 quiz,0.38
17,20:07:22,S144,Week 3 quiz,0.45
17,20:07:37,S085,Week 3 homework,0.36
17,20:08:00,S276,Week 3 homework,0.36
17,20:08:10,S362,Week 3 quiz,0.40
17,20:08:25,S071,Week 3 homework,-
17,20:08:56,S285,Week 3 quiz,0.39
17,20:10:24,S276,Week 3 quiz,0.48
17,20:10:57,S236,Week 3 quiz,0.46
17,20:11:28,S045,Week 3 quiz,0.41
17,20:13:14,S073,Week 3 quiz,0.38
17,20:13:15,S112,Week 3 homework,0.48
17,20:13:54,S361,Week 3 homework,0.38
17,20:14:41,S380,Week 3 homework,0.38
17,20:15:03,S112,Week 3 homework,0.5
17,20:15:19,S019,Week 3 homework,0.5
17,20:15:31,S005,Week 3 homework,0.36
17,20:16:21,S362,Week 3 quiz,0.00
17,20:16:45,S362,Week 3 quiz,0.05
17,20:16:55,S196,Week 3 quiz,0.41
17,20:17:11,S362,Week 3 quiz,0.42
17,20:17:16,S314,Week 3 quiz,0.34
17,20:17:30,S361,Week 3 quiz,0.45
17,20:17:47,S309,Week 3 homework,0.5
17,20:18:13,S255,Week 3 quiz,0.41
17,20:19:00,S019,Week 3 homework,0.5
17,20:19:44,S362,Week 3 quiz,0.05
17,20:20:03,S362,Week 3 quiz,0.43
17,20:21:30,S178,Week 3 quiz,0.50
17,20:21:47,S005,Week 3 homework,0.46
17,20:21:55,S036,Week 3 homework,-
17,20:21:59,S314,Week 3 quiz,0.43
17,20:22:06,S039,Week 3 homework,0.2
17,20:22:51,S362,Week 3 quiz,0.48
17,20:23:09,S361,Week 3 quiz,0.50
17,20:23:17,S073,Week 3 quiz,0.40
17,20:23:17,S174,Week 3 homework,0.5
17,20:24:02,S104,Week 3 homework,0.5
17,20:24:11,S205,Week 3 homework,0.36
17,20:25:06,S236,Week 3 quiz,0.48
17,20:25:26,S242,Week 3 homework,0.36
17,20:26:05,S039,Week 3 quiz,0.26
17,20:26:15,S205,Week 3 homework,-
17,20:26:51,S362,Week 3 quiz,0.48
17,20:26:52,S030,Week 3 quiz,0.35
17,20:27:02,S205,Week 3 homework,0.5
17,20:27:26,S183,Week 3 quiz,0.45
17,20:28:51,S008,Week 3 homework,0.43
17,20:29:37,S362,Week 3 quiz,0.50
17,20:29:54,S228,Week 3 quiz,0.36
17,20:30:43,S008,Week 3 homework,0.5
17,20:30:44,S112,Week 3 quiz,0.44
17,20:31:21,S245,Week 3 quiz,0.45
17,20:32:29,S367,Week 3 quiz,0.38
17,20:32:35,S045,Week 3 quiz,0.45
17,20:33:24,S196,Week 3 quiz,0.50
17,20:34:19,S047,Week 3 homework,0.5
17,20:34:33,S073,Week 3 quiz,0.41
17,20:35:09,S008,Week 3 quiz,0.50
17,20:35:09,S285,Week 3 homework,0.5
17,20:35:34,S234,Week 3 quiz,0.48
17,20:36:28,S380,Week 3 homework,0.2
17,20:37:20,S380,Week 3 homework,0.21
17,20:37:43,S308,Week 3 homework,0.39
17,20:37:51,S236,Week 3 quiz,0.43
17,20:38:10,S171,Week 3 homework,0.46
17,20:38:21,S275,Week 3 quiz,0.50
17,20:38:51,S162,Week 3 quiz,0.00
17,20:39:27,S228,Week 3 quiz,0.05
17,20:40:07,S308,Week 3 homework,0.45
17,20:40:25,S045,Week 3 quiz,0.45
17,20:41:13,S120,Week 3 homework,0.48
17,20:42:36,S236,Week 3 quiz,0.48
17,20:43:38,S229,Week 3 quiz,0.36
17,20:44:01,S228,Week 3 quiz,0.36
17,20:44:20,S076,Week 3 homework,-
17,20:44:44,S098,Week 3 homework,0.3
17,20:44:50,S102,Week 3 homework,0.43
17,20:45:27,S045,Week 3 quiz,0.45
17,20:45:38,S323,Week 3 quiz,0.44
17,20:45:51,S095,Week 3 quiz,0.43
17,20:46:41,S342,Week 3 homework,0.5
17,20:46:49,S308,Week 3 homework,0.48
17,20:47:29,S236,Week 3 quiz,0.50
17,20:48:09,S362,Week 3 homework,0.23
17,20:49:42,S267,Week 3 homework,0.45
17,20:49:44,S255,Week 3 homework,0.5
17,20:51:29,S228,Week 3 quiz,0.35
17,20:51:48,S101,Week 3 homework,0.21
17,20:52:14,S137,Week 3 homework,0.21
17,20:52:26,S112,Week 3 quiz,0.46
17,20:52:32,S267,Week 3 homework,0.5
17,20:52:33,S120,Week 3 homework,0.5
17,20:52:49,S291,Week 3 homework,0.36
17,20:53:24,S045,Week 3 quiz,0.50
17,20:53:57,S234,Week 3 quiz,0.45
17,20:54:28,S039,Week 3 quiz,0.40
17,20:54:29,S363,Week 3 homework,0.39
17,20:54:34,S076,Week 3 homework,0.41
17,20:54:50,S165,Week 3 quiz,0.35
17,20:58:09,S211,Week 3 homework,0.45
17,20:58:25,S298,Week 3 homework,0.16
17,20:59:51,S121,Week 3 homework,0.45
17,21:00:01,S298,Week 3 quiz,0.28
17,21:00:26,S229,Week 3 quiz,0.38
17,21:00:56,S100,Week 3 quiz,0.37
17,21:01:29,S360,Week 3 homework,0.5
17,21:01:39,S382,Week 3 homework,0.45
17,21:01:41,S073,Week 3 quiz,0.38
17,21:02:11,S039,Week 3 quiz,0.42
17,21:03:32,S277,Week 3 homework,0.48
17,21:04:01,S360,Week 3 homework,0.5
17,21:04:23,S382,Week 3 homework,0.14
17,21:05:01,S337,Week 3 quiz,0.42
17,21:05:33,S065,Week 3 homework,0.5
17,21:06:06,S119,Week 3 homework,0.36
17,21:06:57,S015,Week 3 quiz,0.28
17,21:07:19,S099,Week 3 homework,0.25
17,21:07:32,S382,Week 3 homework,0.5
17,21:07:37,S043,Week 3 quiz,0.45
17,21:07:43,S288,Week 3 homework,0.39
17,21:07:50,S039,Week 3 quiz,0.35
17,21:08:20,S356,Week 3 homework,0.5
17,21:08:27,S065,Week 3 quiz,0.49
17,21:08:50,S277,Week 3 homework,0.5
17,21:09:18,S071,Week 3 homework,-
17,21:09:21,S288,Week 3 quiz,0.22
17,21:09:37,S277,Week 3 quiz,0.46
17,21:10:10,S064,Week 3 homework,0.5
17,21:11:29,S165,Week 3 quiz,0.41
17,21:11:45,S252,Week 3 homework,0.36
17,21:12:10,S234,Week 3 quiz,0.48
17,21:12:11,S099,Week 3 homework,0.39
17,21:12:56,S239,Week 3 quiz,0.14
17,21:12:59,S019,Week 3 quiz,0.42
17,21:13:10,S039,Week 3 quiz,0.43
17,21:13:14,S030,Week 3 quiz,0.47
17,21:14:47,S229,Week 3 quiz,0.36
17,21:15:31,S336,Week 3 homework,0.5
17,21:15:36,S119,Week 3 homework,0.41
17,21:17:53,S053,Week 3 homework,0.41
17,21:17:53,S247,Week 3 quiz,0.48
17,21:17:58,S039,Week 3 quiz,0.40
17,21:18:12,S183,Week 3 quiz,0.45
17,21:18:29,S030,Week 3 quiz,0.44
17,21:18:48,S337,Week 3 quiz,0.43
17,21:18:49,S252,Week 3 homework,0.48
17,21:20:10,S215,Week 3 homework,0.36
17,21:20:29,S252,Week 3 homework,0.48
17,21:22:31,S053,Week 3 quiz,0.48
17,21:22:44,S246,Week 3 quiz,0.27
17,21:22:55,S113,Week 3 quiz,0.40
17,21:23:12,S252,Week 3 homework,0.5
17,21:23:37,S229,Week 3 quiz,0.26
17,21:23:38,S082,Week 3 homework,0.39
17,21:23:44,S073,Week 3 quiz,0.45
17,21:23:44,S119,Week 3 homework,0.36
17,21:23:56,S253,Week 3 homework,0.48
17,21:24:20,S019,Week 3 quiz,0.48
17,21:24:48,S123,Week 3 homework,0.36
17,21:24:56,S119,Week 3 homework,0.36
17,21:26:13,S119,Week 3 homework,0.36
17,21:26:38,S375,Week 3 quiz,0.21
17,21:27:12,S119,Week 3 homework,0.41
17,21:27:41,S337,Week 3 quiz,0.50
17,21:27:46,S119,Week 3 homework,0.41
17,21:28:20,S017,Week 3 homework,0.45
17,21:28:20,S264,Week 3 homework,0.2
17,21:29:01,S113,Week 3 quiz,0.43
17,21:29:16,S119,Week 3 homework,0.41
17,21:29:26,S085,Week 3 homework,0.5
17,21:29:38,S229,Week 3 quiz,0.38
17,21:29:47,S030,Week 3 quiz,0.44
17,21:30:02,S356,Week 3 quiz,0.50
17,21:30:32,S193,Week 3 homework,0.21
17,21:30:49,S071,Week 3 quiz,0.43
17,21:32:09,S134,Week 3 quiz,0.44
17,21:33:24,S015,Week 3 quiz,0.37
17,21:33:50,S253,Week 3 homework,0.5
17,21:33:54,S262,Week 3 homework,-
17,21:34:31,S054,Week 3 homework,0.5
17,21:34:54,S073,Week 3 quiz,0.43
17,21:35:12,S262,Week 3 homework,0
17,21:35:43,S231,Week 3 homework,0.5
17,21:36:00,S229,Week 3 quiz,0.43
17,21:36:27,S071,Week 3 quiz,0.44
17,21:36:43,S017,Week 3 homework,0.46
17,21:36:43,S134,Week 3 quiz,0.09
17,21:36:48,S119,Week 3 homework,0.41
17,21:37:32,S239,Week 3 quiz,0.20
17,21:37:38,S004,Week 3 homework,0.5
17,21:37:43,S230,Week 3 homework,0.05
17,21:37:47,S119,Week 3 homework,0.41
17,21:37:50,S306,Week 3 quiz,0.39
17,21:37:53,S017,Week 3 homework,0.45
17,21:38:44,S119,Week 3 homework,0.41
17,21:38:46,S113,Week 3 quiz,0.50
17,21:38:56,S021,Week 3 homework,-
17,21:39:07,S168,Week 3 quiz,0.50
17,21:39:10,S055,Week 3 homework,0.2
17,21:39:30,S119,Week 3 homework,0.38
17,21:39:50,S119,Week 3 homework,0.41
17,21:40:49,S017,Week 3 homework,0.5
17,21:41:05,S346,Week 3 homework,0.3
17,21:41:14,S036,Week 3 homework,0.23
17,21:41:56,S017,Week 3 homework,0.5
17,21:43:53,S136,Week 3 quiz,0.33
17,21:44:13,S004,Week 3 quiz,0.48
17,21:44:29,S183,Week 3 quiz,0.50
17,21:45:01,S036,Week 3 homework,0.25
17,21:45:07,S264,Week 3 quiz,0.09
17,21:45:16,S070,Week 3 quiz,0.45
17,21:45:26,S137,Week 3 homework,0.39
17,21:46:13,S245,Week 3 homework,0.5
17,21:46:54,S073,Week 3 quiz,0.50
17,21:47:24,S229,Week 3 homework,0.38
17,21:47:57,S013,Week 3 homework,0.46
17,21:48:35,S142,Week 3 homework,0.2
17,21:48:49,S346,Week 3 homework,0.45
17,21:49:20,S034,Week 3 quiz,0.48
17,21:49:38,S013,Week 3 quiz,0.37
17,21:49:40,S119,Week 3 homework,0.38
17,21:49:40,S375,Week 3 quiz,0.14
17,21:50:17,S112,Week 3 quiz,0.40
17,21:51:54,S346,Week 3 homework,0.5
17,21:53:08,S119,Week 3 homework,0.36
17,21:54:08,S054,Week 3 quiz,0.50
17,21:54:18,S119,Week 3 homework,0.39
17,21:54:48,S230,Week 3 homework,0.16
17,21:54:58,S213,Week 3 homework,0.29
17,21:55:08,S380,Week 3 quiz,0.24
17,21:56:02,S288,Week 3 quiz,0.30
17,21:56:06,S036,Week 3 homework,0.25
17,21:56:32,S118,Week 3 homework,0.5
17,21:56:59,S136,Week 3 quiz,0.45
17,21:57:07,S375,Week 3 quiz,0.19
17,21:57:22,S119,Week 3 homework,0.41
17,21:57:38,S213,Week 3 homework,0.48
17,21:57:46,S007,Week 3 homework,0.5
17,21:58:48,S186,Week 3 homework,0.45
17,21:58:54,S118,Week 3 quiz,0.45
17,21:59:25,S148,Week 3 homework,0
17,21:59:28,S190,Week 3 homework,-
17,21:59:47,S320,Week 3 quiz,0.40
17,21:59:48,S019,Week 3 quiz,0.50
17,22:00:18,S112,Week 3 quiz,0.50
17,22:00:38,S165,Week 3 homework,0.48
17,22:01:00,S036,Week 3 quiz,0.32
17,22:01:22,S190,Week 3 homework,-
17,22:01:35,S085,Week 3 quiz,0.39
17,22:02:00,S190,Week 3 homework,0.38
17,22:02:17,S071,Week 3 quiz,0.45
17,22:02:49,S186,Week 3 homework,0.5
17,22:04:38,S306,Week 3 quiz,0.48
17,22:05:26,S230,Week 3 homework,0.3
17,22:05:34,S208,Week 3 quiz,0.40
17,22:05:50,S228,Week 3 homework,0.5
17,22:05:53,S375,Week 3 quiz,0.17
17,22:06:05,S291,Week 3 homework,0.5
17,22:06:50,S044,Week 3 quiz,0.08
17,22:07:46,S144,Week 3 homework,-
17,22:08:32,S071,Week 3 quiz,0.50
17,22:09:01,S206,Week 3 homework,0.21
17,22:09:48,S117,Week 3 homework,0.46
17,22:11:00,S025,Week 3 homework,0.5
17,22:12:41,S117,Week 3 homework,0.5
17,22:13:10,S085,Week 3 quiz,0.43
17,22:13:24,S035,Week 3 homework,0.41
17,22:13:35,S377,Week 3 quiz,0.44
17,22:14:09,S160,Week 3 homework,0.4
17,22:14:38,S025,Week 3 quiz,0.43
17,22:14:52,S305,Week 3 homework,-
17,22:15:01,S119,Week 3 homework,0.41
17,22:16:08,S230,Week 3 homework,0.38
17,22:16:22,S035,Week 3 homework,0.5
17,22:17:32,S177,Week 3 homework,0.5
17,22:17:32,S190,Week 3 quiz,0.31
17,22:17:43,S200,Week 3 quiz,0.24
17,22:18:41,S199,Week 3 quiz,0.43
17,22:19:29,S381,Week 3 homework,0
17,22:19:50,S320,Week 3 quiz,0.45
17,22:20:06,S366,Week 3 homework,0.5
17,22:20:40,S044,Week 3 quiz,0.10
17,22:21:54,S288,Week 3 quiz,0.26
17,22:21:57,S230,Week 3 homework,0.43
17,22:23:41,S365,Week 3 homework,0.48
17,22:24:19,S230,Week 3 homework,0.46
17,22:24:31,S133,Week 3 homework,-
17,22:25:47,S118,Week 3 quiz,0.44
17,22:26:08,S085,Week 3 quiz,0.39
17,22:27:42,S134,Week 3 homework,0.32
17,22:27:42,S365,Week 3 homework,0.5
17,22:28:22,S160,Week 3 homework,0.4
17,22:29:42,S206,Week 3 quiz,0.43
17,22:30:00,S342,Week 3 quiz,0.48
17,22:30:26,S044,Week 3 quiz,0.26
17,22:30:37,S097,Week 3 homework,0.5
17,22:30:57,S177,Week 3 quiz,0.31
17,22:30:58,S096,Week 3 quiz,0.05
17,22:31:29,S288,Week 3 quiz,0.32
17,22:31:53,S012,Week 3 homework,0.46
17,22:32:30,S085,Week 3 quiz,0.49
17,22:32:54,S200,Week 3 quiz,0.40
17,22:33:39,S343,Week 3 quiz,0.15
17,22:34:09,S190,Week 3 quiz,0.00
17,22:34:59,S190,Week 3 quiz,0.38
17,22:35:35,S012,Week 3 homework,0.5
17,22:36:08,S046,Week 3 homework,0.5
17,22:36:39,S199,Week 3 quiz,0.50
17,22:37:24,S246,Week 3 homework,0.07
17,22:37:45,S059,Week 3 quiz,0.41
17,22:37:54,S046,Week 3 quiz,0.45
17,22:38:35,S271,Week 3 homework,0.48
17,22:38:59,S349,Week 3 quiz,0.37
17,22:39:28,S043,Week 3 homework,0.21
17,22:40:32,S085,Week 3 quiz,0.05
17,22:40:36,S036,Week 3 quiz,0.19
17,22:40:45,S377,Week 3 quiz,0.46
17,22:40:52,S271,Week 3 homework,0.48
17,22:40:56,S230,Week 3 homework,0.41
17,22:41:21,S044,Week 3 quiz,0.34
17,22:41:36,S190,Week 3 quiz,0.29
17,22:41:47,S342,Week 3 quiz,0.45
17,22:41:48,S141,Week 3 homework,-
17,22:41:56,S118,Week 3 quiz,0.48
17,22:42:23,S230,Week 3 homework,0.41
17,22:43:09,S271,Week 3 homework,0.45
17,22:44:25,S271,Week 3 homework,0.48
17,22:44:51,S342,Week 3 quiz,0.50
17,22:45:00,S180,Week 3 homework,-
17,22:45:30,S380,Week 3 homework,0.36
17,22:45:48,S197,Week 3 homework,0.38
17,22:47:06,S380,Week 3 homework,0.46
17,22:48:23,S041,Week 3 homework,0.5
17,22:48:29,S230,Week 3 homework,0.48
17,22:48:42,S118,Week 3 quiz,0.50
17,22:48:57,S044,Week 3 quiz,0.30
17,22:50:41,S189,Week 3 quiz,0.46
17,22:51:05,S200,Week 3 quiz,0.05
17,22:51:29,S200,Week 3 quiz,0.00
17,22:51:31,S197,Week 3 homework,0.5
17,22:51:37,S282,Week 3 quiz,0.21
17,22:51:44,S177,Week 3 quiz,0.48
17,22:51:52,S230,Week 3 homework,0.5
17,22:52:08,S200,Week 3 quiz,0.50
17,22:52:22,S026,Week 3 homework,0.34
17,22:53:31,S044,Week 3 quiz,0.34
17,22:55:55,S119,Week 3 homework,0.36
17,22:56:20,S036,Week 3 quiz,0.40
17,22:56:28,S119,Week 3 homework,0.36
17,22:58:14,S237,Week 3 homework,0.41
17,22:58:17,S043,Week 3 homework,0.36
17,22:58:25,S373,Week 3 quiz,0.26
17,22:58:30,S003,Week 3 homework,0.45
17,22:58:46,S119,Week 3 homework,0.36
17,22:58:48,S044,Week 3 quiz,0.33
17,22:59:09,S034,Week 3 homework,0.45
17,22:59:12,S187,Week 3 homework,0.5
17,22:59:15,S320,Week 3 homework,0.41
17,22:59:16,S223,Week 3 homework,0.32
17,22:59:35,S119,Week 3 homework,0
17,23:00:01,S377,Week 3 quiz,0.50
17,23:00:23,S177,Week 3 quiz,0.50
17,23:00:47,S034,Week 3 homework,0.5
17,23:00:58,S187,Week 3 quiz,0.38
17,23:01:50,S189,Week 3 quiz,0.36
17,23:02:46,S044,Week 3 quiz,0.48
17,23:03:49,S223,Week 3 quiz,0.37
17,23:03:53,S139,Week 3 homework,0.5
17,23:05:00,S274,Week 3 quiz,0.37
17,23:05:43,S139,Week 3 quiz,0.34
17,23:05:59,S181,Week 3 quiz,0.40
17,23:07:30,S003,Week 3 homework,0.5
17,23:07:37,S275,Week 3 homework,0.23
17,23:08:01,S189,Week 3 quiz,0.49
17,23:08:36,S162,Week 3 homework,-
17,23:09:09,S236,Week 3 homework,0.5
17,23:09:36,S003,Week 3 quiz,0.30
17,23:09:44,S047,Week 3 quiz,0.41
17,23:11:18,S169,Week 3 quiz,0.24
17,23:12:27,S278,Week 3 homework,0.48
17,23:13:36,S189,Week 3 quiz,0.24
17,23:14:32,S281,Week 3 quiz,0.49
17,23:15:54,S220,Week 3 homework,0.36
17,23:15:56,S322,Week 3 homework,0.45
17,23:17:09,S003,Week 3 quiz,0.37
17,23:17:30,S189,Week 3 quiz,0.50
17,23:19:02,S278,Week 3 homework,0.5
17,23:19:32,S318,Week 3 homework,0.21
17,23:20:09,S219,Week 3 homework,0.43
17,23:20:42,S269,Week 3 quiz,0.38
17,23:22:21,S270,Week 3 homework,0.5
17,23:22:42,S282,Week 3 quiz,0.32
17,23:23:33,S274,Week 3 quiz,0.47
17,23:23:42,S296,Week 3 quiz,0.14
17,23:24:09,S185,Week 3 homework,0.5
17,23:24:47,S026,Week 3 homework,0.45
17,23:24:52,S322,Week 3 homework,0.5
17,23:24:58,S293,Week 3 homework,0.34
17,23:26:21,S119,Week 3 homework,0.38
17,23:26:25,S141,Week 3 homework,0.45
17,23:26:29,S111,Week 3 quiz,0.46
17,23:26:55,S026,Week 3 homework,0.5
17,23:26:55,S270,Week 3 quiz,0.34
17,23:28:22,S302,Week 3 homework,0.32
17,23:29:56,S139,Week 3 quiz,0.48
17,23:32:31,S240,Week 3 homework,0.5
17,23:33:45,S296,Week 3 quiz,0.28
17,23:35:36,S240,Week 3 quiz,0.46
17,23:35:49,S110,Week 3 quiz,0.42
17,23:38:08,S377,Week 3 homework,-
17,23:38:26,S197,Week 3 homework,0.5
17,23:39:00,S169,Week 3 quiz,0.40
17,23:39:36,S274,Week 3 quiz,0.43
17,23:40:25,S282,Week 3 quiz,0.32
17,23:40:45,S084,Week 3 quiz,0.36
17,23:41:25,S296,Week 3 quiz,0.38
17,23:45:55,S161,Week 3 homework,0.5
17,23:46:41,S083,Week 3 homework,0.21
17,23:49:37,S009,Week 3 homework,-
17,23:50:08,S111,Week 3 quiz,0.37
17,23:50:10,S252,Week 3 quiz,0.41
17,23:50:36,S009,Week 3 homework,-
17,23:50:50,S270,Week 3 quiz,0.43
17,23:51:45,S200,Week 3 homework,0.21
17,23:52:01,S044,Week 3 homework,0.14
17,23:55:08,S286,Week 3 quiz,0.31
17,23:57:45,S149,Week 3 quiz,0.22
17,23:58:50,S282,Week 3 quiz,0.45
17,23:59:05,S043,Week 3 homework,0.5
18,00:02:08,S235,Week 3 homework,0.39
18,00:02:42,S043,Week 3 homework,0.5
18,00:03:08,S031,Week 3 quiz,0.33
18,00:03:43,S235,Week 3 homework,0.41
18,00:04:14,S235,Week 3 homework,0.5
18,00:04:41,S235,Week 3 quiz,0.38
18,00:05:12,S161,Week 3 quiz,0.41
18,00:05:30,S222,Week 3 quiz,0.35
18,00:06:12,S083,Week 3 homework,0.23
18,00:06:46,S162,Week 3 homework,0.16
18,00:09:14,S216,Week 3 quiz,0.16
18,00:10:28,S003,Week 3 quiz,0.36
18,00:10:51,S043,Week 3 quiz,0.45
18,00:10:56,S308,Week 3 homework,0.5
18,00:14:01,S284,Week 3 homework,0.36
