Day,Time,Student,Activity,Score
24,16:38:47,S045,Week 4 homework,-
24,16:39:21,S006,Week 4 quiz,0.40
24,16:39:22,S067,Week 4 quiz,0.21
24,16:43:30,S138,Week 4 homework,0.44
24,16:44:37,S009,Week 4 quiz,0.41
24,16:44:41,S171,Week 4 homework,0.24
24,16:45:08,S332,Week 4 homework,0.33
24,16:45:24,S430,Week 4 quiz,0.29
24,16:46:32,S047,Week 4 homework,0.39
24,16:46:33,S290,Week 4 quiz,0.48
24,16:49:35,S362,Week 4 homework,0.3
24,16:49:50,S138,Week 4 homework,0.44
24,16:50:15,S271,Week 4 quiz,0.16
24,16:50:15,S423,Week 4 quiz,0.43
24,16:50:44,S124,Week 4 homework,0.5
24,16:51:28,S124,Week 4 homework,0.5
24,16:51:28,S430,Week 4 quiz,0.35
24,16:51:35,S201,Week 4 quiz,0.40
24,16:51:37,S459,Week 4 quiz,0.43
24,16:52:26,S009,Week 4 quiz,0.48
24,16:53:42,S047,Week 4 homework,0.48
24,16:53:50,S040,Week 4 quiz,0.50
24,16:55:12,S009,Week 4 quiz,0.45
24,16:55:40,S047,Week 4 homework,0.5
24,16:56:43,S403,Week 4 homework,0.42
24,16:56:44,S124,Week 4 homework,0.5
24,16:57:01,S138,Week 4 homework,0.5
24,16:58:21,S378,Week 4 quiz,0.44
24,16:58:33,S430,Week 4 quiz,0.34
24,16:58:44,S288,Week 4 homework,0.5
24,16:59:16,S198,Week 4 quiz,0.48
24,16:59:23,S074,Week 4 homework,0.42
24,17:00:22,S202,Week 4 quiz,0.35
24,17:01:10,S099,Week 4 quiz,0.48
24,17:01:53,S009,Week 4 quiz,0.50
24,17:02:48,S074,Week 4 homework,0.42
24,17:02:48,S403,Week 4 homework,0.42
24,17:04:33,S144,Week 4 homework,0.2
24,17:05:53,S136,Week 4 homework,0.33
24,17:08:12,S362,Week 4 homework,0.2
24,17:08:33,S263,Week 4 quiz,0.35
24,17:09:03,S172,Week 4 quiz,0.29
24,17:09:05,S440,Week 4 homework,0.24
24,17:09:19,S099,Week 4 quiz,0.43
24,17:09:45,S430,Week 4 quiz,0.50
24,17:09:52,S070,Week 4 quiz,0.35
24,17:10:21,S440,Week 4 homework,0.29
24,17:10:58,S286,Week 4 homework,0.33
24,17:11:36,S362,Week 4 homework,0.5
24,17:11:38,S440,Week 4 homework,0.35
24,17:12:30,S440,Week 4 homework,0.36
24,17:14:37,S421,Week 4 homework,-
24,17:15:16,S362,Week 4 quiz,0.48
24,17:15:57,S203,Week 4 quiz,0.45
24,17:18:04,S440,Week 4 homework,0.36
24,17:18:15,S026,Week 4 quiz,0.43
24,17:18:41,S440,Week 4 homework,0.36
24,17:19:17,S440,Week 4 homework,0.5
24,17:19:18,S145,Week 4 homework,0.42
24,17:21:14,S145,Week 4 homework,0.33
24,17:21:39,S286,Week 4 homework,0.5
24,17:22:12,S245,Week 4 quiz,0.43
24,17:22:48,S286,Week 4 quiz,0.41
24,17:22:53,S297,Week 4 homework,0.5
24,17:23:12,S145,Week 4 homework,0.33
24,17:23:48,S421,Week 4 homework,0
24,17:24:31,S437,Week 4 quiz,0.38
24,17:25:08,S407,Week 4 quiz,0.38
24,17:25:10,S423,Week 4 quiz,0.45
24,17:26:15,S123,Week 4 homework,0.5
24,17:26:16,S145,Week 4 homework,0.47
24,17:27:42,S329,Week 4 homework,-
24,17:28:21,S145,Week 4 homework,0.47
24,17:30:29,S145,Week 4 homework,0.5
24,17:31:00,S415,Week 4 quiz,0.33
24,17:31:38,S209,Week 4 quiz,0.40
24,17:32:00,S144,Week 4 homework,0.2
24,17:33:03,S136,Week 4 homework,0.38
24,17:33:41,S145,Week 4 quiz,0.48
24,17:35:37,S391,Week 4 quiz,0.33
24,17:35:39,S249,Week 4 quiz,0.43
24,17:37:02,S284,Week 4 homework,0.42
24,17:37:59,S407,Week 4 quiz,0.50
24,17:39:11,S373,Week 4 quiz,0.45
24,17:39:21,S403,Week 4 homework,0.48
24,17:39:45,S284,Week 4 homework,0.5
24,17:39:50,S423,Week 4 quiz,0.50
24,17:40:13,S189,Week 4 quiz,0.45
24,17:41:56,S043,Week 4 quiz,0.38
24,17:43:07,S403,Week 4 homework,0.48
24,17:43:49,S403,Week 4 homework,0.48
24,17:44:12,S144,Week 4 homework,0.24
24,17:44:31,S104,Week 4 homework,0.5
24,17:44:37,S242,Week 4 homework,0.05
24,17:45:45,S242,Week 4 homework,0.24
24,17:45:57,S403,Week 4 homework,0.48
24,17:46:36,S144,Week 4 homework,0.24
24,17:49:57,S431,Week 4 homework,0.06
24,17:52:36,S431,Week 4 homework,0.24
24,17:53:08,S434,Week 4 quiz,0.48
24,17:54:07,S200,Week 4 quiz,0.43
24,17:55:03,S457,Week 4 homework,0.0
24,17:55:31,S457,Week 4 homework,0.0
24,17:57:41,S194,Week 4 homework,0.3
24,17:58:04,S457,Week 4 quiz,0.34
24,17:58:27,S194,Week 4 homework,0.5
24,17:59:11,S431,Week 4 homework,0.26
24,18:00:02,S391,Week 4 quiz,0.43
24,18:03:06,S431,Week 4 homework,0.27
24,18:04:37,S299,Week 4 homework,0.44
24,18:05:39,S413,Week 4 homework,0.42
24,18:05:43,S381,Week 4 homework,0.2
24,18:07:14,S431,Week 4 homework,0.27
24,18:07:35,S381,Week 4 homework,0.2
24,18:08:12,S352,Week 4 homework,0.2
24,18:08:50,S431,Week 4 homework,0.29
24,18:09:23,S069,Week 4 quiz,0.50
24,18:09:51,S431,Week 4 homework,0.32
24,18:11:18,S391,Week 4 quiz,0.50
24,18:11:31,S137,Week 4 homework,0.33
24,18:12:24,S332,Week 4 homework,0.42
24,18:12:35,S402,Week 4 quiz,0.48
24,18:12:48,S250,Week 4 homework,0.33
24,18:13:14,S242,Week 4 homework,0.42
24,18:13:25,S110,Week 4 homework,0.2
24,18:14:51,S332,Week 4 homework,0.5
24,18:14:52,S137,Week 4 homework,0.38
24,18:15:07,S250,Week 4 homework,0.14
24,18:15:48,S050,Week 4 homework,0.23
24,18:16:30,S159,Week 4 quiz,0.50
24,18:16:48,S137,Week 4 homework,0.45
24,18:17:04,S089,Week 4 homework,0.17
24,18:17:07,S413,Week 4 quiz,0.46
24,18:17:45,S137,Week 4 homework,0.5
24,18:18:00,S250,Week 4 homework,0.14
24,18:18:18,S250,Week 4 homework,0.14
24,18:18:28,S089,Week 4 homework,0.36
24,18:19:09,S250,Week 4 homework,0.14
24,18:19:31,S230,Week 4 quiz,0.33
24,18:20:26,S388,Week 4 quiz,0.43
24,18:21:16,S204,Week 4 quiz,0.40
24,18:21:53,S250,Week 4 homework,0.33
24,18:23:09,S089,Week 4 homework,0.36
24,18:23:41,S250,Week 4 homework,0.35
24,18:24:06,S120,Week 4 quiz,0.25
24,18:24:27,S250,Week 4 homework,0.35
24,18:25:48,S250,Week 4 homework,0.33
24,18:26:02,S283,Week 4 quiz,0.40
24,18:27:21,S089,Week 4 homework,0.36
24,18:27:34,S299,Week 4 homework,0.47
24,18:27:36,S144,Week 4 homework,0.35
24,18:27:57,S021,Week 4 quiz,0.23
24,18:28:48,S457,Week 4 quiz,0.40
24,18:29:16,S089,Week 4 homework,0.36
24,18:29:36,S265,Week 4 homework,0.45
24,18:29:37,S434,Week 4 homework,0.5
24,18:31:12,S144,Week 4 homework,0.36
24,18:31:15,S388,Week 4 quiz,0.44
24,18:31:47,S231,Week 4 quiz,0.40
24,18:32:16,S247,Week 4 quiz,0.20
24,18:32:16,S265,Week 4 homework,0.5
24,18:32:27,S001,Week 4 homework,0.2
24,18:32:31,S089,Week 4 homework,0.36
24,18:32:44,S186,Week 4 quiz,0.36
24,18:33:37,S299,Week 4 homework,0.42
24,18:34:26,S120,Week 4 quiz,0.38
24,18:35:33,S110,Week 4 homework,0.33
24,18:35:43,S089,Week 4 homework,0.36
24,18:36:03,S273,Week 4 homework,0.29
24,18:36:41,S388,Week 4 quiz,0.43
24,18:36:56,S115,Week 4 homework,0.33
24,18:38:22,S242,Week 4 homework,0.48
24,18:38:26,S061,Week 4 homework,0.02
24,18:39:10,S242,Week 4 homework,0.5
24,18:39:40,S431,Week 4 homework,0.32
24,18:43:31,S021,Week 4 quiz,0.28
24,18:43:57,S115,Week 4 homework,0.33
24,18:46:21,S084,Week 4 homework,0.5
24,18:47:04,S364,Week 4 quiz,0.45
24,18:47:23,S089,Week 4 homework,0.36
24,18:48:11,S290,Week 4 homework,0.35
24,18:48:24,S061,Week 4 homework,0.21
24,18:49:04,S089,Week 4 homework,0.36
24,18:51:41,S283,Week 4 quiz,0.46
24,18:51:49,S144,Week 4 homework,0.5
24,18:52:24,S089,Week 4 homework,0.5
24,18:52:49,S349,Week 4 homework,0.24
24,18:53:07,S431,Week 4 quiz,0.49
24,18:53:40,S134,Week 4 homework,0.33
24,18:54:00,S373,Week 4 homework,0.5
24,18:55:19,S335,Week 4 homework,0.5
24,18:55:37,S252,Week 4 quiz,0.35
24,18:55:38,S021,Week 4 quiz,0.28
24,18:55:55,S075,Week 4 quiz,0.43
24,18:55:56,S349,Week 4 homework,0.24
24,18:56:50,S046,Week 4 homework,0.5
24,18:59:56,S247,Week 4 quiz,0.25
24,19:03:23,S021,Week 4 quiz,0.35
24,19:03:39,S143,Week 4 homework,0.5
24,19:05:01,S245,Week 4 homework,0.5
24,19:05:16,S200,Week 4 homework,0.33
24,19:05:18,S393,Week 4 quiz,0.38
24,19:05:36,S134,Week 4 homework,0.5
24,19:07:00,S050,Week 4 homework,0.33
24,19:07:23,S283,Week 4 quiz,0.40
24,19:08:04,S143,Week 4 quiz,0.48
24,19:10:09,S305,Week 4 quiz,0.43
24,19:11:03,S187,Week 4 homework,0.5
24,19:12:10,S283,Week 4 quiz,0.00
24,19:12:19,S054,Week 4 homework,0.42
24,19:12:34,S283,Week 4 quiz,0.00
24,19:12:49,S283,Week 4 quiz,0.50
24,19:15:04,S210,Week 4 quiz,0.50
24,19:15:31,S441,Week 4 homework,0.5
24,19:16:23,S201,Week 4 homework,0.5
24,19:16:42,S320,Week 4 quiz,0.43
24,19:18:33,S451,Week 4 quiz,0.35
24,19:19:06,S196,Week 4 homework,0.2
24,19:19:48,S061,Week 4 homework,0.38
24,19:19:49,S147,Week 4 homework,0.2
24,19:21:20,S358,Week 4 quiz,0.48
24,19:21:32,S421,Week 4 homework,0.5
24,19:23:54,S201,Week 4 quiz,0.40
24,19:25:27,S349,Week 4 homework,0.32
24,19:25:40,S290,Week 4 homework,0.44
24,19:26:08,S411,Week 4 homework,-
24,19:26:24,S185,Week 4 quiz,0.35
24,19:26:28,S349,Week 4 homework,0.32
24,19:26:48,S349,Week 4 homework,0.36
24,19:26:56,S305,Week 4 quiz,0.50
24,19:31:15,S358,Week 4 quiz,0.00
24,19:31:26,S413,Week 4 homework,0.42
24,19:32:44,S439,Week 4 homework,-
24,19:33:01,S439,Week 4 homework,0.35
24,19:35:31,S381,Week 4 homework,0.5
24,19:36:11,S439,Week 4 homework,0.35
24,19:36:56,S150,Week 4 homework,0.36
24,19:36:58,S439,Week 4 homework,0.38
24,19:37:19,S076,Week 4 quiz,0.35
24,19:37:37,S150,Week 4 homework,0.5
24,19:39:14,S358,Week 4 homework,0.2
24,19:39:50,S391,Week 4 homework,0.5
24,19:40:21,S201,Week 4 quiz,0.48
24,19:41:56,S165,Week 4 homework,0.48
24,19:42:21,S114,Week 4 homework,0
24,19:42:34,S397,Week 4 quiz,0.29
24,19:42:56,S352,Week 4 homework,0.33
24,19:43:22,S164,Week 4 quiz,0.26
24,19:44:26,S349,Week 4 quiz,0.40
24,19:44:42,S165,Week 4 homework,0.5
24,19:44:59,S439,Week 4 homework,0.42
24,19:45:17,S330,Week 4 quiz,0.45
24,19:45:55,S167,Week 4 quiz,0.38
24,19:47:52,S178,Week 4 homework,0.5
24,19:48:08,S079,Week 4 quiz,0.38
24,19:49:03,S165,Week 4 quiz,0.50
24,19:49:11,S160,Week 4 homework,0.36
24,19:49:48,S087,Week 4 homework,0.45
24,19:50:00,S439,Week 4 homework,0.38
24,19:51:43,S439,Week 4 homework,0.38
24,19:52:09,S164,Week 4 quiz,0.29
24,19:52:22,S459,Week 4 homework,0.33
24,19:52:44,S439,Week 4 homework,0.42
24,19:52:54,S168,Week 4 homework,0.33
24,19:53:10,S358,Week 4 homework,0.33
24,19:53:38,S407,Week 4 homework,0.5
24,19:53:53,S316,Week 4 homework,0.45
24,19:53:57,S178,Week 4 quiz,0.44
24,19:54:36,S168,Week 4 homework,0.5
24,19:54:47,S209,Week 4 homework,0.18
24,19:54:57,S439,Week 4 homework,0.5
24,19:54:58,S061,Week 4 homework,0.38
24,19:56:10,S168,Week 4 homework,0.44
24,19:56:31,S061,Week 4 homework,0.36
24,19:56:38,S168,Week 4 homework,0.5
24,19:57:01,S250,Week 4 homework,0.42
24,19:57:10,S061,Week 4 homework,0.5
24,19:57:22,S439,Week 4 homework,0.5
24,19:57:47,S223,Week 4 homework,-
24,19:58:14,S316,Week 4 homework,0.5
24,19:59:03,S230,Week 4 homework,0.44
24,19:59:37,S087,Week 4 homework,0.5
24,19:59:44,S167,Week 4 quiz,0.50
24,19:59:49,S309,Week 4 homework,0.5
24,20:00:38,S177,Week 4 homework,0.21
24,20:02:19,S250,Week 4 homework,0.42
24,20:03:14,S223,Week 4 quiz,0.26
24,20:03:59,S250,Week 4 homework,0.42
24,20:04:44,S225,Week 4 quiz,0.00
24,20:05:05,S459,Week 4 homework,0.35
24,20:05:12,S319,Week 4 homework,0.32
24,20:05:59,S049,Week 4 quiz,0.46
24,20:06:14,S099,Week 4 homework,0.5
24,20:06:52,S250,Week 4 homework,0.5
24,20:08:24,S319,Week 4 homework,0.35
24,20:08:45,S402,Week 4 homework,0.5
24,20:08:53,S230,Week 4 homework,0.5
24,20:09:23,S160,Week 4 homework,0.5
24,20:09:53,S455,Week 4 homework,0.47
24,20:10:49,S455,Week 4 homework,0.48
24,20:10:51,S459,Week 4 homework,0.35
24,20:11:01,S240,Week 4 quiz,0.40
24,20:11:11,S319,Week 4 homework,0.33
24,20:11:42,S319,Week 4 homework,0.39
24,20:11:52,S128,Week 4 homework,0.33
24,20:12:28,S330,Week 4 quiz,0.45
24,20:12:38,S016,Week 4 quiz,0.25
24,20:13:05,S132,Week 4 homework,0.21
24,20:13:11,S459,Week 4 homework,0.35
24,20:15:23,S039,Week 4 quiz,0.28
24,20:15:26,S255,Week 4 homework,0.36
24,20:16:05,S459,Week 4 homework,0.5
24,20:16:48,S387,Week 4 homework,0.33
24,20:17:54,S094,Week 4 quiz,0.33
24,20:20:10,S132,Week 4 homework,-
24,20:20:27,S299,Week 4 homework,0.5
24,20:20:28,S204,Week 4 homework,0.21
24,20:21:09,S354,Week 4 quiz,0.40
24,20:21:15,S231,Week 4 homework,0
24,20:21:35,S330,Week 4 quiz,0.50
24,20:21:39,S092,Week 4 quiz,0.38
24,20:23:17,S393,Week 4 homework,0.33
24,20:23:57,S448,Week 4 homework,0.38
24,20:23:58,S255,Week 4 homework,0.41
24,20:24:03,S287,Week 4 homework,0.2
24,20:24:41,S393,Week 4 homework,0.45
24,20:25:27,S358,Week 4 homework,0.33
24,20:26:14,S393,Week 4 homework,0.33
24,20:26:22,S358,Week 4 homework,-
24,20:26:41,S393,Week 4 homework,0.5
24,20:27:09,S295,Week 4 homework,0.2
24,20:29:14,S132,Week 4 homework,0.21
24,20:29:18,S358,Week 4 homework,0
24,20:30:25,S140,Week 4 quiz,0.48
24,20:30:29,S255,Week 4 homework,0.44
24,20:30:32,S358,Week 4 homework,0
24,20:31:23,S358,Week 4 homework,-
24,20:31:42,S283,Week 4 homework,0.2
24,20:31:45,S358,Week 4 homework,0.35
24,20:32:38,S367,Week 4 quiz,0.35
24,20:33:17,S204,Week 4 homework,0.38
24,20:33:46,S358,Week 4 homework,-
24,20:34:04,S358,Week 4 homework,0
24,20:34:27,S397,Week 4 quiz,0.50
24,20:35:17,S264,Week 4 quiz,0.45
24,20:36:04,S230,Week 4 quiz,0.40
24,20:36:11,S204,Week 4 homework,0.44
24,20:36:39,S079,Week 4 quiz,0.34
24,20:38:11,S222,Week 4 quiz,0.18
24,20:38:42,S358,Week 4 homework,0
24,20:38:53,S039,Week 4 quiz,0.33
24,20:39:21,S358,Week 4 homework,-
24,20:40:11,S358,Week 4 homework,0.35
24,20:40:12,S249,Week 4 homework,0.35
24,20:40:50,S358,Week 4 homework,-
24,20:41:49,S045,Week 4 homework,0.29
24,20:42:31,S465,Week 4 quiz,0.31
24,20:42:34,S257,Week 4 homework,0.5
24,20:43:06,S299,Week 4 quiz,0.48
24,20:43:30,S285,Week 4 quiz,0.38
24,20:43:44,S249,Week 4 homework,0.45
24,20:44:02,S448,Week 4 homework,0.38
24,20:44:48,S413,Week 4 homework,0.42
24,20:45:45,S236,Week 4 quiz,0.14
24,20:45:47,S249,Week 4 homework,0.45
24,20:45:56,S039,Week 4 quiz,0.25
24,20:46:41,S249,Week 4 homework,0.33
24,20:47:18,S249,Week 4 homework,0.33
24,20:47:57,S249,Week 4 homework,0.5
24,20:48:09,S079,Week 4 quiz,0.45
24,20:48:22,S275,Week 4 homework,0.45
24,20:48:34,S003,Week 4 homework,0.5
24,20:48:37,S184,Week 4 homework,0.5
24,20:48:41,S308,Week 4 quiz,0.40
24,20:50:04,S067,Week 4 quiz,0.33
24,20:50:31,S204,Week 4 homework,0.48
24,20:51:25,S204,Week 4 homework,0.5
24,20:51:35,S275,Week 4 homework,0.45
24,20:51:57,S225,Week 4 quiz,0.33
24,20:54:01,S039,Week 4 quiz,0.45
24,20:56:45,S128,Week 4 homework,0.38
24,20:56:56,S465,Week 4 quiz,0.43
24,20:57:51,S317,Week 4 homework,-
24,20:58:02,S317,Week 4 homework,0.36
24,20:58:20,S167,Week 4 homework,0.5
24,20:58:29,S079,Week 4 quiz,0.45
24,20:58:54,S457,Week 4 quiz,0.48
24,20:59:03,S028,Week 4 homework,0.03
24,20:59:09,S382,Week 4 homework,0.5
24,20:59:50,S128,Week 4 homework,0.41
24,20:59:53,S074,Week 4 homework,0.42
24,20:59:54,S001,Week 4 homework,0
24,21:00:52,S028,Week 4 homework,0.21
24,21:01:00,S074,Week 4 homework,0.42
24,21:01:01,S001,Week 4 homework,0.21
24,21:01:25,S401,Week 4 homework,0.45
24,21:02:11,S351,Week 4 quiz,0.45
24,21:02:14,S128,Week 4 homework,-
24,21:02:22,S319,Week 4 homework,0.5
24,21:02:54,S128,Week 4 homework,0.45
24,21:02:59,S074,Week 4 homework,0.5
24,21:03:23,S448,Week 4 homework,0.45
24,21:04:08,S319,Week 4 quiz,0.40
24,21:04:59,S193,Week 4 quiz,0.43
24,21:06:05,S401,Week 4 homework,0.5
24,21:06:44,S224,Week 4 quiz,0.50
24,21:06:57,S220,Week 4 quiz,0.34
24,21:08:42,S080,Week 4 homework,0.14
24,21:08:48,S384,Week 4 quiz,0.36
24,21:08:53,S001,Week 4 homework,0.33
24,21:10:09,S387,Week 4 homework,0.5
24,21:10:10,S095,Week 4 quiz,0.34
24,21:10:37,S080,Week 4 homework,0.14
24,21:10:56,S283,Week 4 homework,0.0
24,21:11:13,S465,Week 4 quiz,0.45
24,21:11:21,S077,Week 4 quiz,0.33
24,21:12:01,S056,Week 4 quiz,0.28
24,21:12:08,S295,Week 4 homework,0.23
24,21:12:23,S343,Week 4 homework,0.33
24,21:13:22,S094,Week 4 quiz,0.33
24,21:13:34,S392,Week 4 homework,0.33
24,21:14:43,S451,Week 4 homework,0.41
24,21:14:49,S128,Week 4 homework,0.5
24,21:15:07,S117,Week 4 quiz,0.33
24,21:15:47,S273,Week 4 homework,0.27
24,21:15:56,S392,Week 4 homework,0.41
24,21:16:19,S221,Week 4 homework,0.38
24,21:16:48,S193,Week 4 quiz,0.50
24,21:18:04,S465,Week 4 quiz,0.28
24,21:18:20,S092,Week 4 quiz,0.45
24,21:19:11,S147,Week 4 homework,0.33
24,21:19:23,S220,Week 4 quiz,0.46
24,21:21:06,S080,Week 4 homework,0.33
24,21:21:16,S039,Week 4 homework,-
24,21:21:42,S202,Week 4 homework,0.42
24,21:21:55,S080,Week 4 homework,0.42
24,21:22:36,S080,Week 4 homework,0.5
24,21:22:40,S343,Week 4 homework,0.5
24,21:22:45,S320,Week 4 homework,0.44
24,21:23:16,S202,Week 4 homework,0.48
24,21:24:09,S392,Week 4 homework,0.47
24,21:24:14,S383,Week 4 homework,0.36
24,21:24:31,S463,Week 4 quiz,0.34
24,21:24:47,S273,Week 4 homework,0.33
24,21:24:53,S094,Week 4 quiz,0.10
24,21:25:44,S202,Week 4 homework,0.5
24,21:26:48,S070,Week 4 homework,0.21
24,21:27:17,S094,Week 4 quiz,0.48
24,21:27:20,S404,Week 4 homework,0.38
24,21:27:38,S225,Week 4 homework,0
24,21:29:32,S435,Week 4 homework,0.32
24,21:29:45,S438,Week 4 homework,0.0
24,21:29:55,S357,Week 4 quiz,0.18
24,21:30:01,S202,Week 4 quiz,0.50
24,21:30:47,S117,Week 4 quiz,0.40
24,21:31:15,S438,Week 4 homework,0.3
24,21:31:24,S430,Week 4 homework,0.5
24,21:31:28,S009,Week 4 homework,0.47
24,21:32:16,S430,Week 4 homework,0.5
24,21:32:33,S236,Week 4 quiz,0.14
24,21:33:35,S009,Week 4 homework,0.5
24,21:34:13,S383,Week 4 homework,0.48
24,21:34:32,S170,Week 4 homework,0
24,21:35:20,S198,Week 4 homework,0
24,21:35:26,S383,Week 4 homework,0.48
24,21:36:00,S287,Week 4 homework,0.33
24,21:36:55,S273,Week 4 homework,0.41
24,21:37:21,S418,Week 4 homework,0.36
24,21:37:49,S360,Week 4 homework,0.21
24,21:38:24,S117,Week 4 quiz,0.50
24,21:39:12,S404,Week 4 homework,0.45
24,21:39:42,S317,Week 4 homework,0.5
24,21:39:57,S220,Week 4 homework,0.2
24,21:40:27,S308,Week 4 quiz,0.43
24,21:40:53,S395,Week 4 homework,0.2
24,21:41:06,S465,Week 4 homework,0.03
24,21:41:58,S379,Week 4 homework,-
24,21:43:06,S395,Week 4 homework,0.2
24,21:43:08,S126,Week 4 homework,0.5
24,21:43:30,S236,Week 4 quiz,0.24
24,21:44:32,S077,Week 4 quiz,0.43
24,21:45:24,S076,Week 4 homework,0.44
24,21:47:40,S435,Week 4 homework,0.23
24,21:49:11,S283,Week 4 homework,0.5
24,21:50:15,S358,Week 4 homework,-
24,21:50:52,S288,Week 4 quiz,0.48
24,21:52:04,S300,Week 4 homework,0.5
24,21:53:13,S198,Week 4 homework,0.08
24,21:53:36,S300,Week 4 quiz,0.35
24,21:54:06,S358,Week 4 homework,0
24,21:54:51,S156,Week 4 homework,0.21
24,21:55:24,S177,Week 4 homework,0.21
24,21:55:37,S404,Week 4 homework,0.45
24,21:56:03,S068,Week 4 homework,0.29
24,21:56:30,S304,Week 4 quiz,0.43
24,21:57:02,S435,Week 4 homework,0.39
24,21:57:28,S318,Week 4 quiz,0.34
24,21:58:30,S313,Week 4 homework,0.5
24,21:59:05,S076,Week 4 homework,0.48
24,21:59:25,S198,Week 4 homework,0.45
24,21:59:43,S076,Week 4 homework,0.5
24,22:00:58,S077,Week 4 quiz,0.33
24,22:01:35,S158,Week 4 homework,0.33
24,22:02:12,S279,Week 4 homework,0.17
24,22:02:39,S379,Week 4 quiz,0.26
24,22:03:14,S395,Week 4 homework,0.2
24,22:03:36,S279,Week 4 homework,0.15
24,22:04:35,S465,Week 4 homework,0.2
24,22:05:03,S220,Week 4 homework,0.48
24,22:05:10,S303,Week 4 quiz,0.40
24,22:06:05,S279,Week 4 homework,0.15
24,22:07:22,S196,Week 4 homework,0.2
24,22:08:22,S115,Week 4 homework,0.38
24,22:08:55,S395,Week 4 homework,0.2
24,22:09:54,S307,Week 4 homework,0.5
24,22:09:55,S438,Week 4 homework,0.21
24,22:10:34,S193,Week 4 homework,0.44
24,22:12:26,S220,Week 4 homework,0.5
24,22:13:02,S298,Week 4 homework,0.5
24,22:13:11,S354,Week 4 homework,0.2
24,22:13:32,S279,Week 4 homework,0.18
24,22:14:08,S435,Week 4 homework,0.5
24,22:14:34,S438,Week 4 homework,0.21
24,22:14:56,S279,Week 4 homework,0.2
24,22:15:13,S217,Week 4 quiz,0.43
24,22:15:36,S193,Week 4 homework,-
24,22:15:43,S079,Week 4 homework,0.2
24,22:16:37,S007,Week 4 quiz,0.45
24,22:16:55,S193,Week 4 homework,0
24,22:18:16,S307,Week 4 quiz,0.43
24,22:18:23,S279,Week 4 homework,0.24
24,22:18:40,S198,Week 4 homework,0.5
24,22:18:56,S077,Week 4 quiz,0.50
24,22:19:11,S313,Week 4 quiz,0.14
24,22:19:20,S050,Week 4 homework,0.35
24,22:19:24,S301,Week 4 quiz,0.38
24,22:20:58,S196,Week 4 homework,0
24,22:21:37,S300,Week 4 quiz,0.48
24,22:22:18,S140,Week 4 homework,0.5
24,22:22:37,S217,Week 4 quiz,0.48
24,22:24:55,S303,Week 4 quiz,0.38
24,22:25:26,S097,Week 4 quiz,0.00
24,22:26:17,S264,Week 4 homework,0.5
24,22:26:26,S274,Week 4 quiz,0.48
24,22:27:28,S217,Week 4 quiz,0.48
24,22:28:22,S267,Week 4 homework,0.5
24,22:30:37,S463,Week 4 homework,0.29
24,22:31:47,S217,Week 4 quiz,0.50
24,22:32:11,S267,Week 4 quiz,0.50
24,22:36:55,S208,Week 4 homework,0.33
24,22:37:09,S279,Week 4 quiz,0.43
24,22:38:14,S303,Week 4 quiz,0.45
24,22:39:44,S379,Week 4 homework,0.2
24,22:40:18,S007,Week 4 quiz,0.45
24,22:41:20,S153,Week 4 homework,0.24
24,22:41:43,S463,Week 4 homework,0.33
24,22:43:20,S239,Week 4 quiz,0.29
24,22:44:47,S305,Week 4 homework,0.5
24,22:45:05,S153,Week 4 homework,0.18
24,22:47:04,S153,Week 4 homework,0.3
24,22:48:32,S279,Week 4 homework,0.24
24,22:49:18,S404,Week 4 homework,0.44
24,22:49:20,S463,Week 4 homework,0.38
24,22:50:07,S351,Week 4 homework,0.2
24,22:50:31,S153,Week 4 homework,0.33
24,22:50:33,S006,Week 4 homework,0.3
24,22:50:43,S463,Week 4 homework,0.5
24,22:51:10,S279,Week 4 homework,0.26
24,22:51:53,S417,Week 4 homework,0.38
24,22:51:54,S153,Week 4 homework,0.27
24,22:52:24,S279,Week 4 homework,0.27
24,22:52:26,S153,Week 4 homework,0.35
24,22:52:58,S404,Week 4 homework,0.44
24,22:53:42,S423,Week 4 homework,0.5
24,22:53:56,S210,Week 4 homework,0.24
24,22:54:11,S279,Week 4 homework,0.26
24,22:54:16,S028,Week 4 homework,0.03
24,22:55:51,S192,Week 4 homework,0.33
24,22:55:56,S437,Week 4 quiz,0.45
24,22:57:09,S028,Week 4 homework,0.03
24,22:57:13,S069,Week 4 homework,0.5
24,22:57:29,S404,Week 4 homework,0.48
24,22:57:39,S248,Week 4 quiz,0.45
24,22:57:49,S279,Week 4 homework,-
24,22:58:07,S279,Week 4 homework,-
24,22:58:35,S417,Week 4 homework,0.38
24,22:58:45,S006,Week 4 homework,0.5
24,22:58:48,S227,Week 4 homework,0.32
24,22:59:50,S016,Week 4 quiz,0.38
24,23:00:32,S147,Week 4 homework,0.33
24,23:00:38,S371,Week 4 homework,0.39
24,23:01:28,S079,Week 4 homework,0.33
24,23:01:42,S384,Week 4 quiz,0.00
24,23:02:03,S028,Week 4 homework,0.0
24,23:02:16,S210,Week 4 homework,0.23
24,23:02:21,S224,Week 4 homework,0.48
24,23:03:38,S224,Week 4 homework,0.5
24,23:03:41,S122,Week 4 homework,0.35
24,23:03:43,S330,Week 4 homework,0.48
24,23:04:11,S431,Week 4 homework,0.38
24,23:04:12,S050,Week 4 homework,0.36
24,23:04:27,S157,Week 4 homework,0.35
